gene_id,B1_fpkm_CL,B2_fpkm_CL,B3_fpkm_CL,B4_fpkm_CL,B5_fpkm_CL,B6_fpkm_CL,B7_fpkm_CL,B8_fpkm_CL,B9_fpkm_CL,B10_fpkm_MO,B11_fpkm_MO,B12_fpkm_MO,B13_fpkm_MO,B14_fpkm_MO,B15_fpkm_MO,B16_fpkm_MO,B17_fpkm_MO,B18_fpkm_MO,B19_fpkm_MI,B20_fpkm_MI,B21_fpkm_MI,B22_fpkm_MI,B23_fpkm_MI,B24_fpkm_MI,B25_fpkm_MI,B26_fpkm_MI,B27_fpkm_MI,C1_fpkm_CL,C2_fpkm_CL,C3_fpkm_CL,C4_fpkm_CL,C5_fpkm_CL,C6_fpkm_CL,C7_fpkm_CL,C8_fpkm_CL,C9_fpkm_CL,C10_fpkm_MO,C11_fpkm_MO,C12_fpkm_MO,C13_fpkm_MO,C14_fpkm_MO,C15_fpkm_MO,C16_fpkm_MO,C17_fpkm_MO,C18_fpkm_MO,C19_fpkm_MI,C20_fpkm_MI,C21_fpkm_MI,C22_fpkm_MI,C23_fpkm_MI,C24_fpkm_MI,C25_fpkm_MI,C26_fpkm_MI,C27_fpkm_MI
PUS1,1.4134281,1.6416766,1.76666473,1.31070551,1.0860802,1.18449823,1.69970546,0.75286945,1.07366782,0.77864013,0.61638991,0.81193087,1.40386857,1.35841687,0.6861472,1.15603427,1.19334441,0.79356923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,142.981996,120.458421,131.772932,151.378785,143.173064,121.669563,91.2558922,192.340964,111.502648,,,,,,,,,,207.747996,189.354875,175.461672,123.996511,236.528656,186.882962,147.06944,130.40871,207.224713,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPH2,0.65690297,1.31132539,1.47669628,2.03185772,0.99510853,1.53288548,0.61473775,2.06942401,1.28822549,,,,,,,,,,3.42423533,3.34760669,3.69259517,1.36149633,4.54749513,1.86350987,2.31130332,1.70632504,3.05424029,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCLAF1,4.00425623,4.12043265,4.59182581,7.38460551,3.0648464,5.84242552,3.35278603,9.32255972,2.63005164,,,,,,,,,,11.9012545,11.4320591,9.19532407,7.19123402,10.7883156,5.67965997,5.90365503,5.3146354,9.74849006,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAT6A,3.84643814,2.89373571,3.07762704,3.1601908,3.80221519,4.02536314,4.19946727,2.51588674,3.49841409,2.21724772,2.02711351,2.14525031,2.81542222,2.2040343,2.81771917,3.35215554,2.10996577,3.91222518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19.6487685,16.7841515,15.3894727,13.9443568,21.9248708,11.8312201,15.563323,10.7379246,15.7060146,25.6922689,27.0503465,50.3261546,19.893299,37.0710714,16.6516059,37.203984,27.6694451,18.3396805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61228152,0.33614723,1.06050585,1.08850257,0.78333605,0.38296312,0.84717422,0.58808583,0.78722639,0.38451459,0.51467821,0.28085454,0.74044995,0.19239842,0.57026607,0.64163409,0.33926915,0.16789498,,,,,,,,,
GOLGA7,30.9011195,24.6352757,37.8936515,30.0362828,22.1308359,36.7070613,23.4041123,44.8562723,21.7547523,,,,,,,,,,38.6999823,37.1285631,56.6501766,31.2581247,46.6897161,31.4697977,35.0959285,37.8438357,54.4778292,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28590602,0.15092748,0.1739015,0.20223276,0.1582703,0.29476707,0.24897248,0.39606893,0.1413834,0.35784403,0.2310865,0.4539654,0.33984417,0.25915617,0.27932184,0.46917303,0.34527953,0.8593723,,,,,,,,,
CANX,4.14549219,3.01964473,4.60992726,6.83983992,2.99013446,5.9346659,2.39177209,7.43219824,3.30870277,,,,,,,,,,10.5670954,9.70722195,8.03070167,3.81636934,8.44851257,5.98284259,4.58677474,4.31524074,7.26585698,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYG11B,3.08643688,2.3694366,3.38350956,4.46010601,2.16130887,6.62059917,1.97096391,8.02616057,2.54358112,,,,,,,,,,6.96500535,8.72493222,9.49314248,3.647407,12.4013625,5.57177059,5.57164339,3.88250066,9.57377386,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAP70,14.9351225,12.3437425,18.6989417,17.1841364,10.1810021,18.7392022,17.4705855,13.7982353,17.9213808,11.1636155,8.47782134,6.32110759,19.4140839,11.6306011,10.5515276,7.92431428,10.2440525,8.78914291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.95853312,1.51950178,2.23762596,4.1153553,1.59723578,5.23397285,1.49501149,5.66182773,1.36708364,,,,,,,,,,5.41291997,5.97022226,5.77299016,2.61656949,5.59539833,3.58437064,2.33486619,3.83846993,4.11383617,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.39310863,0.3706437,0.65077558,1.2329995,0.19616472,0.77054915,0.27771017,0.99861151,0.4040059,,,,,,,,,,1.57034969,1.04485791,0.9965537,0.68734119,1.47186255,0.70965685,0.56953105,0.70076271,0.86838352,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGFOD2,136.676992,161.331262,161.647757,93.5162582,182.323161,64.2632761,300.351642,98.8061526,97.1023737,,,,,,,,,,117.265698,124.286389,57.6081918,74.5573212,91.3721925,62.6044718,67.3585613,108.184735,112.843346,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC160,1.51341689,0.87811069,0.28286786,1.38091262,0.51920589,1.83225842,1.16634317,0.8997822,1.44427211,0.17810176,0.75899378,0.26631045,0,0.17363576,0.91382753,1.00481412,0.69972792,0.03381191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLK3,126.013204,161.627782,145.653277,108.117116,195.248094,105.11725,146.493708,116.055049,142.477546,,,,,,,,,,103.640956,89.9211375,82.5647613,136.349521,106.364107,149.863572,109.823508,110.405448,106.265225,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0807493,0.01659347,0.02443562,0.03914221,0.24260721,0.19785023,0.04408027,0.01236581,0.13436109,,,,,,,,,,0,0,0.0126086,0,0,0.01214768,0.03824628,0.02039224,0.02246223,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANO6,1.36531854,0.81163234,0.59760693,0.33091051,1.91313202,1.26642538,0.95826121,0.64964935,0.97362553,,,,,,,,,,0.56837074,0.85038847,0.18273224,0.56940244,0.40233132,0.3741112,1.20096323,0.66496042,0.46796051,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM10,0.58207892,0.3496395,0.9078163,1.04180473,0.4906211,1.22872397,0.50514308,1.45364443,1.00578938,,,,,,,,,,1.89097243,1.31328497,1.67794505,1.04571151,1.66542161,0.63317091,0.97554378,0.96113309,1.64409386,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200225,0,0.02261745,0,0.02401522,0.02683597,0.07555592,0.05408794,0,0.01714662,0.27349937,0.21648835,0.01345211,0,0.05085964,0,0.05547299,0.16471234,,,,,,,,,
,37.3905469,30.8352275,39.6160846,42.673104,29.611063,38.8719672,35.9856156,45.0883942,34.942897,28.9933545,30.9712199,30.4829717,31.3169589,33.5035712,33.9778053,29.701993,33.5071334,31.4221697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127.075788,177.727446,183.837442,139.905624,197.286181,138.488648,277.358462,132.463071,183.206922,,,,,,,,,,130.888118,102.612769,131.428195,227.174343,108.948646,143.265723,120.980959,155.902173,103.051797,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.33123116,0.85535514,1.08938403,1.18153078,0.75552003,1.37820609,1.432942,0.63742912,1.66130545,0.54390328,1.27883252,0.6309954,0.73930454,0.78015943,0.95219075,0.87002236,0.58948759,0.5554561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCK5,8.11103607,7.23500027,7.45437214,14.9696707,4.35353893,12.4638671,4.59172692,16.1198305,6.32321353,6.02998682,35.1334463,23.2750638,35.0278213,4.19261945,7.81195054,8.86603781,31.278908,19.4116296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST6GALNAC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48969577,0.49071261,1.88469442,0.93148971,1.28646602,2.9550057,1.4053605,0.96580827,3.01666186,1.58190176,0.56350105,1.05427424,0.76064712,0.983031,1.13520368,1.00357153,0.66036005,0.49019105,,,,,,,,,
,80.7594768,80.6612492,76.6715359,71.4860852,99.7463708,65.3848357,97.0493394,63.846186,97.3241294,,,,,,,,,,53.3844578,50.9811973,58.8667686,88.6749963,58.088563,70.5599489,64.24784,94.7868441,53.6693965,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCR6,1.24845771,1.24808162,0.30632188,1.57018169,1.0376177,1.22357786,2.17349963,0.55805843,2.94758386,,,,,,,,,,1.02600927,0.40121956,0.85352274,0.57311633,0.39772414,0.79186526,1.08675447,0.51126898,0.14079185,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212.373897,222.504196,235.85757,183.359672,259.269715,188.005784,299.078965,158.384388,267.758886,,,,,,,,,,161.424946,143.056406,167.022803,209.827814,178.450579,230.097738,187.582551,203.39834,165.860264,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF17,43.7986178,62.8884315,76.5037645,72.0235746,76.7204404,64.3886678,96.5449249,26.9987861,115.197637,,,,,,,,,,30.6258205,10.3280874,33.2424105,32.9588482,7.6241239,50.7931547,58.5583174,36.3326234,50.6620596,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP1B4,23.2686333,25.256424,29.7200861,25.696816,26.1149885,22.6858111,33.6431359,32.5673125,27.6040368,22.1924257,41.2697477,38.6371929,29.873352,31.0459915,31.5171841,40.8482591,29.0155944,35.148694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB39,2.54008773,2.97812164,2.84356443,3.85245746,2.74306729,2.64219576,1.9055247,3.35051853,2.48924188,,,,,,,,,,3.75920479,4.05185302,3.24110654,3.92066868,3.63694006,3.03823032,3.26237435,2.99876314,3.86236195,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM59L,0.36832523,0.32437924,0.0955365,0.05101172,0.16738708,1.28923239,0.51702481,0.14504065,0.7223075,,,,,,,,,,0.05333243,0.1668446,0,0,0.24808657,0.09498811,0.29906465,0.03986399,0.26346327,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIART,86.0064101,118.969065,95.2619781,66.8307692,79.4931504,88.5661607,81.0357249,85.5893747,73.7541625,94.3844822,49.0423571,135.857097,70.11742,141.027516,175.93781,236.316788,65.9747951,90.9844848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSB,0,0.01410487,0.01038545,0.02218124,0,0.02242369,0,0.01051125,0,,,,,,,,,,0.05797586,0.07254843,0.03215287,0.01214423,0.0359582,0.02065167,0.04334707,0.02600087,0.01909346,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTOGL,0.07797026,0.01922687,0.1698815,0.01511804,0.03307168,0.58076485,0.56183441,0.01432828,0.11676326,,,,,,,,,,0.03161163,0.02472337,0.04382878,0.01655426,0.02450798,0.08445318,0.22158003,0.03544276,0.05205403,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.4685948,21.1732037,27.7906611,22.4392001,18.4736693,26.5871714,18.1147378,29.1182336,16.2540757,,,,,,,,,,27.15983,32.5529637,31.4775449,20.6078721,28.4231155,23.1382718,23.8116585,33.1226106,37.3848615,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350.886154,377.243787,407.640594,288.405701,432.910821,326.566248,532.781754,273.173701,366.069195,,,,,,,,,,265.138347,226.098261,253.015802,353.1492,240.147801,310.366867,340.933702,354.128903,248.85988,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.67139178,2.06076222,2.73121992,2.26852128,3.19020087,3.11235866,3.64958687,2.76430412,8.76039261,,,,,,,,,,1.18586218,0.66247119,0.93952585,4.0809078,0.39401985,1.5086347,3.16656689,2.02602864,0.97636389,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.2682735,9.70482776,11.4980633,9.53860319,8.72590794,11.3961109,15.1559339,7.62673345,13.4839921,,,,,,,,,,8.08682991,7.06209578,7.77647418,13.3313254,7.33794782,8.8485462,9.35416485,7.83358766,7.31504533,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEN,44.5759331,50.4474592,45.6105945,71.8521293,24.5240102,58.5395603,22.9336296,97.0817308,30.345401,,,,,,,,,,94.4742084,77.0483207,90.9281147,55.215729,82.4044355,70.9166622,55.7419701,54.7017344,70.799472,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLLT11,8.32080568,7.99754045,11.485363,9.9735131,9.36476417,12.6587605,5.32681798,9.78264181,5.94715505,,,,,,,,,,15.6216977,14.9760375,14.1736567,6.72524631,16.1830049,9.91732775,10.425961,10.272572,15.0713267,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKX6-2,5.08654489,3.2632276,6.79520008,7.296687,3.06960908,5.51206657,2.0768783,11.8931573,3.04484927,,,,,,,,,,13.412992,13.0800497,11.0805935,4.43394017,13.3885507,7.42808179,7.09049823,8.30254006,11.3194942,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMC8,0.98963542,0.52496231,0.75216856,1.21601753,0.76874905,1.34208961,0.36434283,1.01503979,1.07704552,,,,,,,,,,1.66790278,1.58724787,1.34761554,0.92841266,1.6819315,1.00752155,0.74125238,1.13335892,1.14277084,,,,,,,,,,,,,,,,,,,,,,,,,,,
U3,1.72654435,1.45207028,2.27326889,3.18140711,0.99421865,2.02832312,1.27331663,3.20431855,1.89779129,,,,,,,,,,3.65064213,3.15426925,3.33150447,2.60969609,4.31281283,2.1260518,1.9821307,2.19163712,3.59730739,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25815052,0.86341779,1.92878359,0.57846112,1.18567452,0.72269465,0.7630223,0.89013953,1.08323911,0.30783982,0.28328297,0.53000422,0.9056656,0.42359045,0.57068903,0.40361199,0.58095778,0.64687508,,,,,,,,,
BCL7B,0.30579724,0,0,0.19764183,0.21617704,0.19980211,0.2225757,0.09365854,0,0.30588778,0.30672078,0.07623087,0.19139089,0.79524659,0.66083728,0.89483696,0.28277056,0.15485753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.967956,158.38556,149.116448,142.287942,166.300934,167.555361,144.988079,164.839307,127.5756,160.512289,189.779031,166.189373,178.201311,184.39872,140.344467,171.775339,191.181971,244.697314,,,,,,,,,
FAM107A,77.5182937,89.4687845,81.4852849,88.1482555,81.8909112,81.9713788,79.8604471,62.9253275,138.925494,,,,,,,,,,34.2640326,38.3485885,38.4964694,64.9669604,30.9154035,57.6066358,66.2543226,58.5080708,56.1784764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.04272268,2.91297665,3.44473022,2.81102704,3.4162781,2.70141898,5.04160253,3.48645742,3.6631383,,,,,,,,,,2.93891064,1.87286342,2.61587669,3.80009217,1.99719457,2.42331873,2.54322695,2.92896739,2.35996708,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.3437253,15.7503546,16.7133605,28.0471722,10.9562454,10.8627951,7.99892925,40.908655,16.6450907,,,,,,,,,,46.2696262,37.8254623,41.0078445,15.355827,82.8158081,22.0435219,18.5074058,20.494703,47.6585464,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX1,1.48685953,1.833241,1.10439814,0.95006172,1.5049907,0.82797085,1.73400589,1.92505884,0.4217094,1.38589293,0.91514658,2.62826504,0.76139052,2.9439493,4.41808033,4.36503824,1.40614595,1.89949868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB9A,0.1757546,0.21669871,0.26592634,0.22718623,0.12424608,0.40192152,0.31980916,0.21531808,0.21933236,0.46881769,0.23504719,0.17525241,0.38500152,0.30470789,0.56971667,0.29388607,0.75842756,0.48951741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPM3,9.22257232,9.1637522,7.43679823,9.04624101,9.54945304,6.7525008,6.45602337,7.47703582,9.20742253,,,,,,,,,,5.9386102,5.89172465,7.21723277,8.75381614,5.71250415,5.77817892,7.65719706,6.12402214,6.8362117,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18593913,0.10202027,0.10381084,0.56870714,0.51445701,0.29820803,0.0406623,0.56245962,,,,,,,,,,0.20659824,0.17030122,0.09830775,0.16972575,0.03114727,0,0.07778053,0.0449682,0.01812683
DDO,5.90065394,8.51538561,6.78731873,7.76822753,6.68363289,6.1773627,5.78335713,6.90034094,6.02484649,6.00300999,12.0050874,10.6058725,7.90023771,4.92611084,9.99833152,7.48412519,9.23856173,8.04756645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCOS,1.84438645,2.24353376,2.1800843,2.28011008,1.90327226,1.39515117,1.70283139,2.02451365,1.94640054,1.90684298,2.01136228,1.49968215,1.6385652,1.67392984,1.13688243,1.05562127,1.76273488,1.10952648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJX1,3.9455806,3.56748345,3.22373499,4.52641717,2.928709,4.44699392,2.36924,6.10261676,3.36464728,,,,,,,,,,7.53175231,7.76720316,7.14655728,3.14139731,5.47752183,4.15492836,6.04243255,4.18491162,6.20116834,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCAR3,1.51148956,1.95028837,2.80818213,2.82846851,2.08733418,2.96273578,1.65021526,4.78006129,1.05279534,,,,,,,,,,5.59363681,5.51722395,5.59841176,1.41798285,8.64568913,3.74390253,3.16330239,2.31687863,5.19212776,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNJ2,0.26585881,0.32779376,0.36203305,0.25774344,0,0.39084098,0.14512977,0.73283696,0.16588881,1.59562512,0.93331605,1.09353403,0.37438744,0,0.43089682,0.50012191,0.73751853,0.80779481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAN1,138.298075,128.881984,166.244561,137.900645,99.3724737,162.310674,150.273419,136.682443,113.517665,80.3490244,427.057473,311.30956,311.067732,103.823938,133.805359,242.396509,245.765283,219.910987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.32249479,2.10587724,2.55965906,2.40053889,2.02195433,3.25932163,2.75271517,3.02244261,3.11262444,2.39549935,1.78565471,1.79771904,2.85062351,2.1856108,2.27514206,2.26665376,1.93034186,2.02504022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4orf48,10.1279116,10.7034241,7.90574093,8.97185506,6.83164446,11.5848833,12.3986605,11.7890526,11.071982,7.4548206,7.2013078,2.89903122,8.30366772,7.88019973,5.57492167,4.82723752,3.28163268,4.56203575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U6,2.76632467,3.26865712,2.6683205,1.92760288,2.73477886,2.48526306,3.49212952,2.42263543,2.28350338,5.27486762,2.41339287,3.63120174,3.13811509,3.46586713,2.61542443,3.36084458,3.21084682,4.71703613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5788698,11.1716489,9.78760592,16.9812621,9.65766218,4.92679234,9.16492847,11.3485212,9.70562569,,,,,,,,,,24.7368108,14.7705138,12.3847117,12.6881486,15.0919317,16.388117,14.9995696,11.5044077,15.5284803
TRAPPC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18783594,0.64452102,0.46679555,0.37999067,1.26163857,0.50350955,0.49616586,0.35518844,0.36225838,0.28954191,0.19736645,0.07385199,0.36597274,0.08853608,0.19085065,0.35853133,0.12142796,0.1931508,,,,,,,,,
,11.937699,12.439278,13.9064438,19.0498554,12.6026525,13.0975625,11.5339384,18.0061618,10.4810628,,,,,,,,,,17.8284806,19.9732754,18.1122535,16.654029,18.6785552,16.4965874,12.4592511,15.8872974,15.3400521,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10orf71,32.9227301,32.5036586,31.5821912,28.4167258,35.7407617,30.0250731,30.1617579,34.8404792,34.4760275,,,,,,,,,,42.3985727,41.3185559,46.5766001,31.4357845,41.9518114,35.9100331,32.7836095,36.7984382,41.3876851,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPK2,1.15580991,0.95004631,0.8161084,2.36556053,0.95325525,0.62932022,0.28042023,1.41599006,0.96159273,,,,,,,,,,2.73351283,1.42524875,2.76726634,2.31762683,2.42199771,2.66610698,0.60826709,1.55672257,2.67928752,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXD1,2.87615827,1.88748997,1.93724624,1.93386479,2.70552183,2.27325875,1.87395114,2.60007563,2.14199687,2.50578271,2.74525528,2.74073306,2.83082751,2.41278899,2.70673554,2.5016302,3.08854698,3.45332282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNRNP25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47436979,0.65108158,1.0229843,1.46722807,0.85344693,0.78029196,1.58664257,0.73780021,1.4901202,4.15467541,2.10703588,2.3101722,1.56455252,0.88929119,2.98501003,0.99260783,1.83199439,0.953412,,,,,,,,,
,4.81120437,4.69523706,7.08286942,9.04053887,3.52593526,6.51770715,5.33390452,10.2580206,4.98412032,,,,,,,,,,12.0313072,13.2383074,9.18897741,6.60616677,12.2033453,6.23738873,6.33485895,8.51445298,10.9599573,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64640541,1.50648188,2.0852105,1.85801592,4.51791476,2.20666195,1.20019878,1.50497223,1.66379359,1.19630278,1.20571682,0.61299421,0.92178065,0.55850627,1.55243663,1.45645037,0.69112415,0.28216513,,,,,,,,,
,3.63755478,2.99932107,3.54996368,4.29794378,2.36256027,3.57620471,2.70552471,4.76276837,2.14206442,,,,,,,,,,5.74934044,5.37062155,5.60176039,4.03047949,7.69097319,3.59114911,3.25197288,3.97877037,4.65775311,,,,,,,,,,,,,,,,,,,,,,,,,,,
USP2,0,0.07699551,0,0,0,0,0,0.05737872,0,,,,,,,,,,0.06329563,0,0.11701055,0.06629282,0.14721621,0.05636657,0.17746694,0.18924443,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR29C,187.751563,191.634829,209.440821,153.830154,202.534022,189.796439,231.089945,184.988987,195.069076,,,,,,,,,,164.419021,199.615474,171.33535,158.572418,152.640901,186.388878,179.112538,192.341161,162.840832,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.6405212,27.0010114,49.3247955,41.1179362,47.3256357,43.4691428,21.1854067,20.1217368,19.3725755,9.70509791,101.763969,83.5462421,179.829247,24.5104052,13.4786627,49.3656918,57.9311809,64.6445186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.36976557,1.77208488,5.31236152,3.14341257,2.54010055,3.52992508,1.2796218,3.1521367,3.60859659,,,,,,,,,,4.93396199,4.49632683,2.40450725,3.07876116,9.0151504,5.53669503,7.30181483,1.69166148,6.53968001,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRF2BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96665928,2.43580679,1.76533444,2.77668148,2.41452373,2.05909633,1.52429715,2.28971651,2.12852206,,,,,,,,,,3.68937824,2.79701178,3.20036292,1.87733651,2.35682988,3.4277041,3.33052179,3.85102991,2.38170741
CCNG2,2.05976049,0.72560172,1.4692215,1.28371246,1.40410135,3.67694084,2.1684924,1.08146814,2.57047119,,,,,,,,,,0.82018022,0.64146077,1.10270132,1.48375767,0.5780658,1.0623913,1.18464444,1.00317923,0.98223201,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51576357,1.53377321,0.19420247,0.39522188,2.26824691,2.18903161,1.13531821,1.39326187,2.76304468,,,,,,,,,,1.13612399,0.32417986,0.28070314,0.9230983,0.59290934,0.33708478,0.07403025,1.2840001,0.41406774
SOCS5,6.63049359,7.69258465,7.98403879,7.00841126,7.73891177,6.79168668,8.54609539,7.86921417,8.13084766,,,,,,,,,,7.35058395,6.33288458,7.18251969,7.06320643,6.71190597,6.56668652,6.10649226,6.71523842,6.26334565,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19272283,0.28856265,0.41560916,0.11277429,0.357238,0.14089344,0.09917036,0.12620929,0.19710472,0.12003025,0.23931972,0,0.05885489,0.04129069,0.1557627,0.05901484,0.03236029,0.018016,,,,,,,,,
GNB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24020764,0.49453435,0.27133896,0.22088101,1.5125661,0.4024351,0.22660891,0.75703455,1.01338537,,,,,,,,,,0.54948053,0.05661786,0,0.2579499,0.24852321,0,0.05171739,0.47840004,0.09642232
5_8S_rRNA,3.08536145,1.47507191,3.23924308,3.15396574,1.8472857,2.67417511,1.09993089,3.52918852,1.83350784,0.60885695,1.19997778,1.72663267,3.42860081,1.03707597,1.3607268,0.68437735,2.17373882,1.51461527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,17.6949896,14.7679916,21.3704633,20.5920105,16.5960176,21.4744692,11.6472249,27.0880225,12.5160189,,,,,,,,,,27.3561623,33.0675828,27.0812275,18.5133015,32.854796,18.2206328,24.4473795,22.9159497,26.4949033,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,1.03583977,0.85143391,0.26121372,1.17159074,0.97635402,0.39479886,1.13090996,0.42300463,0.50270607,,,,,,,,,,0,0.27370961,0.2695686,0.42763063,0.72353349,0.51942866,0.49061745,0.34878468,0.72035528,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANP32E,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1903868,0,0.07168708,0.11671244,0.38058688,0.25517367,0.11973903,0.11428952,0,0,0,0,0.08527419,0,0,0.07125496,0,0,,,,,,,,,
WDR7,0.33509968,0.06886085,0.15210725,0.37901584,0.94756717,0.54736943,0.24390359,0.25658297,0.55758203,,,,,,,,,,0.79251723,0.5312791,1.6220479,0.17786672,0.65831326,1.05863899,0.95230415,0.76162748,0.6991163,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMP15,1.13470137,1.29667441,2.11048812,2.36111399,0.55759463,3.33626553,0.45323603,4.01781433,0.65621679,,,,,,,,,,4.26382358,6.69138916,7.93411277,1.38084924,14.3535802,2.77285099,3.04113794,3.14511346,8.42996933,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67139082,0.63795925,0.93342056,0.3324311,0.80527392,0.62297924,1.41292855,0.13951283,0.99602857,,,,,,,,,,0.89261449,0.14607636,0.61837416,0.38822065,0.03562222,0.45567405,0.22238824,0.46285925,0.41462242
SNORD63,5.12942535,3.74094952,4.11317796,4.88051494,3.433773,4.86718667,4.26328835,4.1630023,5.95978368,4.38239776,2.79763375,1.69927,3.62764403,3.7329148,3.42542338,4.21461473,2.47853019,3.03853823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
